"id","breed_primary","breed_secondary","age","sex","name","size","original_state","final_state","file"
41378268,"German Shepherd Dog","Mixed Breed","Young","Male","Cain","Extra Large","Alabama","Vermont","german-shepherd"
41378143,"German Shepherd Dog","Mixed Breed","Young","Female","Corina","Extra Large","Alabama","Vermont","german-shepherd"
44772706,"German Shepherd Dog",,"Adult","Female","Aria","Large","Alabama","Florida","german-shepherd"
44629981,"Border Collie","Labrador Retriever","Young","Male","Cujo","Medium","California","Oregon","border-collie"
46006404,"Mountain Dog","Labrador Retriever","Baby","Female","Benita from Taiwan","Medium","Taiwan","Washington","german-shepherd"
46006396,"Mountain Dog","Labrador Retriever","Baby","Male","Bowen from Taiwan","Medium","Taiwan","Washington","german-shepherd"
46006394,"Mountain Dog","Labrador Retriever","Baby","Male","Brando from Taiwan","Medium","Taiwan","Washington","german-shepherd"
46006395,"Mountain Dog","Labrador Retriever","Baby","Female","Bluma from Taiwan","Medium","Taiwan","Washington","german-shepherd"
46006387,"Mountain Dog","Labrador Retriever","Baby","Female","Barbie from Taiwan","Medium","Taiwan","Washington","german-shepherd"
45903782,"Mountain Dog","Labrador Retriever","Baby","Male","Boris from Taiwan","Medium","Taiwan","Washington","german-shepherd"
45903783,"Mountain Dog","Labrador Retriever","Baby","Male","Duffy from Taiwan","Medium","Taiwan","Washington","german-shepherd"
45903781,"Mountain Dog","Labrador Retriever","Baby","Female","Bonnie From Taiwan","Medium","Taiwan","Washington","german-shepherd"
45903780,"Mountain Dog","Labrador Retriever","Baby","Male","Dino from Taiwan","Medium","Taiwan","Washington","german-shepherd"
45903719,"Mountain Dog","Labrador Retriever","Baby","Male","Destin from Taiwan","Medium","Taiwan","Washington","german-shepherd"
45486819,"Mountain Dog","Labrador Retriever","Baby","Male","Willis from Taiwan","Medium","Taiwan","Washington","german-shepherd"
44249550,"Mountain Dog","Labrador Retriever","Baby","Female","Ingrid from Taiwan","Medium","Taiwan","Washington","german-shepherd"
44430266,"Terrier","Labrador Retriever","Senior","Male","Yanni","Medium","Puerto Rico","New York","schnauzer"
45923603,"German Shepherd Dog",,"Baby","Male","Blair","Medium","Arizona","Nevada","german-shepherd"
45923600,"German Shepherd Dog",,"Baby","Male","Duane","Medium","Arizona","Nevada","german-shepherd"
45984667,"Cattle Dog",,"Baby","Female","Springfield","Small","Arizona","Utah","australian-shepherd"
45984665,"Cattle Dog",,"Baby","Male","Hillsboro","Small","Arizona","Utah","australian-shepherd"
45984632,"Cattle Dog",,"Baby","Male","Gresham","Small","Arizona","Utah","australian-shepherd"
45904804,"Cattle Dog",,"Baby","Male","Chestnut","Small","Arizona","Utah","australian-shepherd"
45904795,"Cattle Dog",,"Baby","Male","Pistachio","Small","Arizona","Utah","australian-shepherd"
44753004,"Belgian Shepherd / Malinois",,"Senior","Female","Sophia Loren","Small","Arizona","Utah","german-shepherd"
44752594,"Labrador Retriever","Shepherd","Adult","Female","Pixie","Small","Arizona","Utah","labrador"
44752616,"Cattle Dog",,"Adult","Female","Pebbles","Small","Arizona","Utah","australian-shepherd"
44752359,"Cattle Dog",,"Adult","Male","Wyatt","Small","Arizona","Utah","australian-shepherd"
44752203,"Cattle Dog",,"Senior","Female","CB","Small","Arizona","Utah","australian-shepherd"
44752255,"Cattle Dog",,"Senior","Male","Fred","Small","Arizona","Utah","australian-shepherd"
45502015,"Terrier",,"Young","Male","Floyd","Medium","Arizona","Minnesota","schnauzer"
45745645,"Pit Bull Terrier",,"Baby","Male","Phileas","Small","Arkansas","Utah","pitbull"
45745640,"Pit Bull Terrier",,"Baby","Female","Princess Aouda","Small","Arkansas","Utah","pitbull"
45983777,"Black Labrador Retriever",,"Adult","Male","Abe","Large","Arkansas","Colorado","labrador"
45969705,"Black Labrador Retriever",,"Baby","Female","Emma PUPPY","Medium","Arkansas","Colorado","labrador"
45925079,"Black Labrador Retriever",,"Baby","Female","Vivian","Medium","Arkansas","New York","labrador"
45925082,"Black Labrador Retriever",,"Baby","Female","Violet","Medium","Arkansas","New York","labrador"
45925080,"Black Labrador Retriever",,"Baby","Male","Victor","Medium","Arkansas","New York","labrador"
45830496,"Dalmatian",,"Baby","Female","Allie","Medium","Arkansas","Massachusetts","dalmation"
45811646,"Labrador Retriever","Shepherd","Adult","Male","Levi Bee","Large","Arkansas","Rhode Island","labrador"
44789736,"Hound","Shepherd","Young","Female","Emma","Medium","Arkansas","Rhode Island","beagle"
44695810,"Chocolate Labrador Retriever","Weimaraner","Adult","Male","Dr. Pepper","Large","Arkansas","Connecticut","labrador"
43623076,"American Staffordshire Terrier","Boxer","Young","Female","Zoey","Large","Arkansas","Rhode Island","pitbull"
46038666,"Golden Retriever","Labrador Retriever","Young","Female","ELLA","Medium","Arkansas","New Jersey","golden-retriever"
46036043,"Labrador Retriever",,"Baby","Male","Lucky","Large","Arkansas","New Jersey","labrador"
45737861,"Hound","Labrador Retriever","Baby","Female","Wilma","Large","Arkansas","New Jersey","beagle"
45735824,"Hound","Labrador Retriever","Baby","Female","MaryAnn","Large","Arkansas","New Jersey","beagle"
45735531,"Hound","Labrador Retriever","Baby","Female","Ginger","Large","Arkansas","New Jersey","beagle"
45735142,"Hound","Labrador Retriever","Baby","Male","Skipper","Large","Arkansas","New Jersey","beagle"
45511825,"Chihuahua",,"Baby","Female","Polly","Small","Arkansas","New Jersey","chihuahua"
44087454,"English Pointer","Labrador Retriever","Young","Male","Goose (VA)","Large","Arkansas","New Jersey","pointer"
45705736,"Rottweiler","Shepherd","Adult","Male","Gavin","Medium","Arkansas","Iowa","rottweiler"
44949453,"Staffordshire Bull Terrier",,"Adult","Female","Tilly","Medium","Arkansas","Iowa","pitbull"
45952627,"Shih Tzu","Mixed Breed","Young","Male","Captain - Adoption Pending","Small","Arkansas","Massachusetts","shih-tzu"
43511476,"Black Mouth Cur",,"Adult","Female","Gracie","Large","Arkansas","Minnesota","labrador"
44963610,"Staffordshire Bull Terrier",,"Adult","Female","Honor","Medium","Arkansas","New York","pitbull"
45588395,"German Shepherd Dog",,"Young","Male","Griffin","Medium","Arkansas","Wisconsin","german-shepherd"
45811639,"Hound",,"Young","Male","Thunder / Sunshine","Medium","Aruba","Massachusetts","beagle"
45830513,"Spitz","Jindo","Adult","Male","Speckles","Small","South Korea","Georgia","shiba-inu"
45830510,"Jindo","Corgi","Adult","Male","Hudson","Small","South Korea","Georgia","shiba-inu"
43675196,"Pit Bull Terrier",,"Adult","Female","Blessing","Medium","Georgia","Ohio","pitbull"
44590806,"German Shepherd Dog",,"Young","Male","Perfect","Medium","Texas","North Carolina","german-shepherd"
45383974,"Canaan Dog",,"Young","Female","Monika Russian Canaan","Small","Azerbaijan","New York","german-shepherd"
45979761,"Pit Bull Terrier",,"Young","Female","ANNABELLE","Large","Bahamas","New York","pitbull"
45965460,"Carolina Dog",,"Baby","Female","Faye","Medium","Bahamas","New York","german-shepherd"
45965457,"Hound","Labrador Retriever","Baby","Female","Dahee","Medium","Bahamas","New York","beagle"
45965452,"Hound",,"Baby","Female","Louise","Medium","Bahamas","New York","beagle"
45965450,"Labrador Retriever",,"Baby","Female","Jilly Bear","Medium","Bahamas","New York","labrador"
45889172,"Labrador Retriever","Mixed Breed","Young","Male","OTTO","Small","Bahamas","New York","labrador"
45424879,"Labrador Retriever","Mixed Breed","Young","Female","EASTER","Small","Bahamas","New York","labrador"
45424963,"Labrador Retriever","Mixed Breed","Young","Female","TULSA","Small","Bahamas","New York","labrador"
45300558,"Labrador Retriever",,"Baby","Male","Nero","Medium","Bahamas","New York","labrador"
42977919,"Labrador Retriever","Shepherd","Adult","Male","Chutney","Medium","Bahamas","New York","labrador"
41765814,"Shepherd","Labrador Retriever","Adult","Male","Jingle (p)","Medium","Bahamas","New York","german-shepherd"
44510615,"Saluki",,"Adult","Female","Nilla","Medium","Bahrain","Virginia","greyhound"
45938685,"Shih Tzu",,"Adult","Male","Chet","Small","Maryland","New York","shih-tzu"
45881113,"Labrador Retriever",,"Baby","Female","Emma","Medium","South Carolina","New Jersey","labrador"
45880493,"Shepherd","Labrador Retriever","Baby","Female","Sasha","Medium","South Carolina","New Jersey","german-shepherd"
46038557,"Retriever",,"Adult","Male","Brutus (PP)","Extra Large","Louisiana","Virginia","golden-retriever"
45977229,"Golden Retriever","Poodle","Young","Female","Ginger","Medium","West Virginia","Virginia","golden-retriever"
45463453,"German Shepherd Dog","Labrador Retriever","Young","Female","XIAO-HEI - CHINA SAVE","Medium","China","Maine","german-shepherd"
44759410,"German Shepherd Dog","Belgian Shepherd / Sheepdog","Young","Male","HUA-HUA - CHINA SAVE","Medium","China","Maine","german-shepherd"
44759409,"German Shepherd Dog","Belgian Shepherd / Sheepdog","Young","Male","DA-HUI - CHINA SAVE","Medium","China","Maine","german-shepherd"
45991032,"Labrador Retriever",,"Baby","Male","Pinto","Medium","South Carolina","New Jersey","labrador"
45982956,"Black Labrador Retriever","Labrador Retriever","Adult","Female","Cola","Medium","Georgia","New Jersey","labrador"
45982927,"Cattle Dog","Labrador Retriever","Adult","Female","Daisy","Medium","Georgia","New Jersey","australian-shepherd"
45929298,"Black Labrador Retriever","Labrador Retriever","Adult","Male","Wyatt","Medium","South Carolina","New Jersey","labrador"
45929258,"Retriever",,"Adult","Male","Charcoal","Medium","Georgia","New Jersey","golden-retriever"
45929227,"Retriever",,"Adult","Female","Cottonball","Medium","Georgia","New Jersey","golden-retriever"
45926575,"Flat-Coated Retriever",,"Senior","Male","Quest","Large","Georgia","New Jersey","labrador"
45880454,"Pointer","Labrador Retriever","Young","Male","Jake","Medium","Georgia","New Jersey","pointer"
45880427,"Pointer","Labrador Retriever","Young","Female","Elle","Medium","Georgia","New Jersey","pointer"
45877931,"Shepherd","Boxer","Young","Male","Stanley","Large","Georgia","New Jersey","german-shepherd"
45877178,"Shepherd","Boxer","Young","Male","Walter","Large","Georgia","New Jersey","german-shepherd"
45860138,"Redbone Coonhound","Coonhound","Adult","Female","Ladybird","Medium","South Carolina","New Jersey","beagle"
45859953,"Labrador Retriever",,"Baby","Male","Navy","Medium","South Carolina","New Jersey","labrador"
45670129,"Papillon","Terrier","Adult","Male","TJ","Small","South Carolina","New Jersey","chihuahua"
45501584,"Labrador Retriever","Hound","Baby","Female","Ella","Medium","South Carolina","New Jersey","labrador"
45501566,"Labrador Retriever","Hound","Baby","Female","Ember","Medium","South Carolina","New Jersey","labrador"
45501542,"Labrador Retriever","Hound","Baby","Female","Elsie","Medium","South Carolina","New Jersey","labrador"
45263815,"Great Dane","Labrador Retriever","Adult","Female","Darby","Large","South Carolina","New Jersey","great-dane"
45249846,"Labrador Retriever","Hound","Adult","Female","Scarlet","Medium","South Carolina","New Jersey","labrador"
44853480,"Labrador Retriever","Collie","Baby","Male","Chicago","Medium","South Carolina","New Jersey","labrador"
45786737,"Boxer",,"Young","Male","Jack","Large","Alabama","Georgia","boxer"
44989855,"Jindo",,"Adult","Male","Blizzard","Large","China","New Jersey","shiba-inu"
44752210,"Dogo Argentino","Pit Bull Terrier","Senior","Male","Ralph","Small","Idaho","Utah","pitbull"
45812570,"Shepherd",,"Adult","Male","Axle","Large","Bosnia","Georgia","german-shepherd"
43741703,"Xoloitzcuintli / Mexican Hairless",,"Adult","Male","Coyotl","Small","Florida","North Carolina","xoloitzcuintli"
45849057,"Hound","Labrador Retriever","Young","Female","Yancey","Large","Tennessee","New York","beagle"
45944104,"Weimaraner","Pit Bull Terrier","Adult","Male","Luke","Medium","New York","Massachusetts","greyhound"
45149957,"Rottweiler",,"Young","Male","Bailey","Large","New York","New Hampshire","rottweiler"
45903656,"Shih Tzu","Lhasa Apso","Adult","Male","Miles","Small","California","Washington","shih-tzu"
45189081,"Chihuahua","Dachshund","Adult","Male","Nugget","Small","California","Washington","chihuahua"
44756414,"American Staffordshire Terrier",,"Young","Male","Beau","Medium","California","Washington","pitbull"
43084058,"Canaan Dog",,"Baby","Male","Yateem","Large","Egypt","Georgia","german-shepherd"
40869165,"Canaan Dog",,"Young","Male","Bata","Medium","Egypt","Georgia","german-shepherd"
32130377,"Canaan Dog",,"Young","Male","Bondok","Medium","Egypt","Georgia","german-shepherd"
42289296,"Jindo",,"Senior","Female","Lucky","Large","California","Arizona","shiba-inu"
44752789,"Pit Bull Terrier",,"Adult","Female","Audrey","Small","California","Utah","pitbull"
44752619,"Pit Bull Terrier",,"Adult","Female","Marmalade","Small","California","Utah","pitbull"
44752544,"Labrador Retriever","Chow Chow","Adult","Male","Tuco","Small","California","Utah","labrador"
44752398,"Pit Bull Terrier",,"Senior","Male","Stitch","Small","California","Utah","pitbull"
44971429,"Pomeranian",,"Adult","Female","Kya","Small","California","New York","pomeranian"
43529811,"Mastiff","Labrador Retriever","Adult","Female","Eleanor","Large","California","New York","mastiff"
42672307,"American Staffordshire Terrier",,"Adult","Male","Kaiser","Medium","California","New York","pitbull"
44307723,"Terrier",,"Adult","Male","Bentley Craig","Small","California","Maryland","schnauzer"
45752912,"English Pointer",,"Adult","Female","West Coast Lily (WA)","Large","California","New Jersey","pointer"
45288191,"Cattle Dog",,"Adult","Male","Hammer","Medium","California","Florida","australian-shepherd"
41954274,"Pit Bull Terrier",,"Adult","Female","Kaia Carson","Medium","California","Iowa","pitbull"
44669651,"German Shepherd Dog",,"Adult","Female","Saweetie","Medium","California","Maine","german-shepherd"
45954389,"German Shepherd Dog","Husky","Adult","Male","Terry","Medium","California","North Carolina","german-shepherd"
46005846,"German Shepherd Dog",,"Adult","Male","Pluto","Large","California","Oklahoma","german-shepherd"
45820255,"Chihuahua",,"Senior","Female","Zoey &amp; Biscuit / Biscuit &amp; Zoey","Small","California","Utah","chihuahua"
46039523,"German Shepherd Dog",,"Young","Female","Crystal","Large","California","Washington","german-shepherd"
46039522,"Australian Cattle Dog / Blue Heeler",,"Young","Male","Dylan","Medium","California","Washington","australian-shepherd"
46039516,"Doberman Pinscher","Shepherd","Young","Male","Cooper","Large","California","Washington","doberman"
46028357,"Labrador Retriever","Australian Shepherd","Young","Female","Rascal - ADOPTED","Medium","California","Washington","labrador"
46028313,"Akita",,"Baby","Female","Lisa","Medium","California","Washington","akita"
46028289,"Terrier",,"Baby","Male","Dion","Small","California","Washington","schnauzer"
46026615,"Terrier",,"Baby","Female","Daisy","Medium","California","Washington","schnauzer"
46006860,"Poodle",,"Young","Male","Preston","Small","California","Washington","poodle"
46005057,"Pit Bull Terrier","Labrador Retriever","Young","Female","Millie Meyer","Large","California","Washington","pitbull"
45981209,"Husky",,"Young","Male","Georgie Meyer","Medium","California","Washington","husky"
45978371,"Pit Bull Terrier","Shepherd","Young","Female","Gina","Large","California","Washington","pitbull"
45978369,"Doberman Pinscher","Shepherd","Young","Female","Dior","Large","California","Washington","doberman"
45978368,"Pit Bull Terrier","Labrador Retriever","Young","Female","Danica","Large","California","Washington","pitbull"
45965792,"Chihuahua",,"Adult","Female","Marlo","Small","California","Washington","chihuahua"
45965674,"Dachshund","Miniature Pinscher","Adult","Male","Eddie","Small","California","Washington","dachshund"
45965673,"Dachshund","Chihuahua","Adult","Male","Lancelot","Small","California","Washington","dachshund"
45965584,"Chihuahua","Terrier","Adult","Female","Bianca","Small","California","Washington","chihuahua"
45965467,"Australian Terrier","Terrier","Adult","Male","Guerro","Small","California","Washington","yorkshire-terrier"
45965466,"Chihuahua",,"Adult","Female","Sofia","Small","California","Washington","chihuahua"
45960132,"German Shepherd Dog","Labrador Retriever","Baby","Male","Barley","Large","California","Washington","german-shepherd"
45947230,"Chihuahua",,"Adult","Male","Benson","Small","California","Washington","chihuahua"
45947212,"Miniature Pinscher","Chihuahua","Adult","Male","Miles","Small","California","Washington","miniature-pinscher"
45947207,"Terrier",,"Adult","Male","Sweets","Small","California","Washington","schnauzer"
45947193,"Border Collie","Shetland Sheepdog / Sheltie","Young","Female","Trix","Medium","California","Washington","border-collie"
